Inputs,,,,Outputs,,,,
Date,G,v,Ta,P_PV_TE,N_PV_TE,,,
dd/mm/yy,W/m2,m/s,K,W,%,,,
2/27/2021,402.8024,4.23,276.24,10.13890292,12.58657152,,,
2/28/2021,407.0909,3.14,275.16,10.53241157,12.6510296,,,
3/1/2021,407.1023,1.52,276.82,10.97717165,12.72823324,,,
3/2/2021,417.5822,0.53,277.22,11.61878089,12.81275824,,,
3/3/2021,414.3551,3.15,278.14,10.76579197,12.67800812,,,
3/4/2021,405.8169,3.28,276.24,10.46246971,12.64094504,,,
3/5/2021,470.5787,3.58,273.2,12.36382714,12.83759953,,,
3/6/2021,465.1793,4.62,273.17,11.90022297,12.77385058,,,
3/7/2021,468.1904,6.11,274.47,11.60740859,12.71913134,,,
3/8/2021,486.5505,2.28,273.03,13.26284779,12.94061134,,,
3/9/2021,488.8146,2.16,273.71,13.37479595,12.95208122,,,
3/10/2021,495.315,3.26,274.56,13.23265426,12.92396439,,,
3/11/2021,456.9872,6.85,278.41,11.13179106,12.65723395,,,
3/12/2021,508.1971,7.59,278.88,12.42962987,12.78240716,,,
3/13/2021,507.1884,8.71,278.9,12.13046112,12.73401892,,,
3/14/2021,522.7021,7.76,277.69,12.79610004,12.8156929,,,
3/15/2021,524.8323,4.75,277.14,13.68913887,12.94261075,,,
3/16/2021,536.9903,5.35,276.49,13.86934953,12.94920738,,,
3/17/2021,537.3202,3.02,274.47,14.59689036,13.0391331,,,
3/18/2021,541.3954,1.83,274.65,15.14023166,13.09565669,,,
3/19/2021,570.6946,5.18,272.75,14.89278595,13.03264195,,,
3/20/2021,572.9926,2.8,273.28,15.77105298,13.12805492,,,
3/21/2021,575.9746,5.43,277.15,14.99628524,13.03833933,,,
3/22/2021,592.4906,3.53,276.36,16.12220856,13.14360407,,,
3/23/2021,566.7819,3.74,277.97,15.27319726,13.08125408,,,
3/24/2021,558.4314,2.65,279.11,15.39816013,13.10448836,,,
3/25/2021,531.4279,1.87,281.28,14.83508154,13.0734078,,,
3/26/2021,545.2145,2.31,282.49,15.11917887,13.08902968,,,
3/27/2021,613.452,6.26,279.06,15.84626364,13.09110897,,,
3/28/2021,607.4116,5.6,279.41,15.88340136,13.10215732,,,
3/29/2021,603.3556,4.78,284.25,16.06203012,13.12584846,,,
3/30/2021,640.6538,3.15,286.12,17.76514243,13.25041891,,,
3/31/2021,664.4987,2.04,287.3,18.91416479,13.32041637,,,
4/1/2021,579.4276,4.44,283.6,15.45290554,13.08664592,,,
4/2/2021,680.8829,4.16,278.81,18.54942238,13.28171366,,,
4/3/2021,703.5594,4.84,277.35,18.94964945,13.29546619,,,
4/4/2021,676.4951,4.16,278.02,18.4163499,13.27462531,,,
4/5/2021,674.4127,7.81,276.12,17.08292941,13.15616405,,,
4/6/2021,728.4586,6.51,274.57,19.03842335,13.28351799,,,
4/7/2021,743.376,7.09,275.79,19.26100598,13.28952206,,,
4/8/2021,739.1545,6.6,276.47,19.32031092,13.29727493,,,
4/9/2021,687.1589,5.29,278.52,18.31764128,13.25810539,,,
4/10/2021,677.984,2.69,279.26,19.02997949,13.3194314,,,
4/11/2021,701.6999,1.94,283.83,20.0611168,13.37225839,,,
4/12/2021,757.0199,4.48,277.46,20.62503879,13.37482281,,,
4/13/2021,787.0737,4.25,276.67,21.57863737,13.4140989,,,
4/14/2021,784.8597,3.45,276.47,21.84926754,13.42951206,,,
4/15/2021,775.171,5.12,276.62,20.88663968,13.38036565,,,
4/16/2021,773.3666,5.26,278.2,20.79006625,13.37548355,,,
4/17/2021,709.355,3.41,280.03,19.67726348,13.34312525,,,
4/18/2021,736.5167,2.64,280.31,20.79335552,13.39641663,,,
4/19/2021,739.8394,2.69,282.78,20.88119241,13.39968775,,,
4/20/2021,786.2301,1.75,282.94,22.65788414,13.4664064,,,
4/21/2021,807.7009,4.48,281.91,22.10061461,13.43160979,,,
4/22/2021,855.2786,7,279.52,22.40771059,13.42472989,,,
4/23/2021,859.7611,5.2,280.31,23.25395608,13.46360695,,,
4/24/2021,863.3164,3.15,279.45,24.22046853,13.4987483,,,
4/25/2021,870.9241,3.49,278.11,24.2767255,13.4984432,,,
4/26/2021,879.6066,2.44,277.09,24.97160227,13.51538739,,,
4/27/2021,904.0211,3.65,278.61,25.11051363,13.5139331,,,
4/28/2021,863.83,3.96,282.01,23.89616182,13.48767093,,,
4/29/2021,825.0408,3.36,283.24,23.07063614,13.46908394,,,
4/30/2021,883.894,3.2,280.98,24.77087356,13.50960092,,,
5/1/2021,853.3693,1.29,282.27,24.78202472,13.51592563,,,
5/2/2021,846.1108,2.96,280.94,23.82986523,13.49081294,,,
5/3/2021,897.8065,5.37,280.16,24.22412456,13.48868015,,,
5/4/2021,892.1857,8.32,282.64,22.92556784,13.43401952,,,
5/5/2021,934.1387,9.46,281.2,23.5977304,13.44838103,,,
5/6/2021,931.871,5.03,280.29,25.27744647,13.51229019,,,
5/7/2021,933.8557,3.54,278.85,25.95259146,13.52650057,,,
5/8/2021,935.6954,2.78,281.53,26.34453644,13.53239712,,,
5/9/2021,946.4009,5.41,289.24,25.55155407,13.51610795,,,
5/10/2021,931.7833,2.06,292.42,26.59961226,13.53577685,,,
5/11/2021,889.3052,0.72,292.52,26.06316382,13.53309038,,,
5/12/2021,883.3142,4.13,287.17,24.38568428,13.49850407,,,
5/13/2021,924.673,4.89,285.16,25.17106457,13.51110683,,,
5/14/2021,949.3832,4.9,283.46,25.80629928,13.52125586,,,
5/15/2021,938.2048,3.31,285.57,26.19524296,13.52997971,,,
5/16/2021,968.8887,3.44,285.32,26.93925037,13.53660293,,,
5/17/2021,957.53,3.1,285.45,26.79254813,13.53590526,,,
5/18/2021,965.4698,3.74,284.7,26.71866691,13.53439285,,,
5/19/2021,985.6793,3.58,284.85,27.30926222,13.53890087,,,
5/20/2021,984.5657,3.49,285.11,27.32081288,13.53904396,,,
5/21/2021,988.1947,5.59,286.95,26.54138332,13.52927785,,,
5/22/2021,995.5158,6.66,285.51,26.29008958,13.52348058,,,
5/23/2021,1006.6156,4.2,284.82,27.57604902,13.53987502,,,
5/24/2021,994.9259,4.63,287.93,27.11297315,13.53648602,,,
5/25/2021,1000.9831,6.12,285.29,26.64199732,13.52925597,,,
5/26/2021,1001.188,5.64,284.88,26.83908155,13.53235701,,,
5/27/2021,1022.6901,5.29,284.47,27.52114221,13.53857718,,,
5/28/2021,1025.8616,3.8,284.87,28.23279728,13.54219728,,,
5/29/2021,1026.0426,4.03,285.16,28.13936445,13.54202455,,,
5/30/2021,1066.7164,4.32,285.79,29.02469076,13.54233673,,,
5/31/2021,1069.5399,2.61,287.47,29.80527776,13.54415556,,,
6/1/2021,1000.3116,2.66,289.14,28.08678058,13.54781637,,,
6/2/2021,977.2922,3.74,290.01,27.0473608,13.53711426,,,
6/3/2021,1023.3868,4.69,292.46,27.82796728,13.54084585,,,
6/4/2021,962.9134,3.07,293.24,26.97702432,13.53739251,,,
6/5/2021,1007.4683,3.7,293.98,27.8518853,13.54135305,,,
6/6/2021,998.6929,0.55,294.37,28.97801492,13.5460899,,,
6/7/2021,1030.7606,2.54,293.45,28.91168649,13.54777279,,,
6/8/2021,987.9379,3.08,293.56,27.61996019,13.54074653,,,
6/9/2021,1019.9331,1.81,293.9,28.95738583,13.54723127,,,
6/10/2021,1014.7361,1.65,294.73,28.89975369,13.54729252,,,
6/11/2021,1003.3559,2.37,295.49,28.30931189,13.54818697,,,
6/12/2021,983.4065,6.16,291.62,26.21782647,13.52404256,,,
6/13/2021,1051.9857,6.04,288.68,27.96360924,13.54055401,,,
6/14/2021,1064.9447,1.91,293.21,30.01024598,13.54153634,,,
6/15/2021,988.7452,2.24,293.11,27.98838134,13.54779465,,,
6/16/2021,1032.0477,2.83,294.53,28.82460965,13.54803628,,,
6/17/2021,983.5226,4.57,299.48,26.90450306,13.53508998,,,
6/18/2021,1044.4667,4.71,300.57,28.38358533,13.54255286,,,
6/19/2021,958.1528,0.93,300.8,27.79603298,13.54790277,,,
6/20/2021,931.2174,1.63,300.96,26.80440238,13.53768459,,,
6/21/2021,938.3945,1.9,298.56,26.86672712,13.53782117,,,
6/22/2021,994.4104,3.66,292.9,27.53262998,13.54010243,,,
6/23/2021,988.5216,1.66,291.9,28.22960444,13.54818795,,,
6/24/2021,951.2954,2.36,292.08,26.98016416,13.53806216,,,
6/25/2021,994.7469,1.74,292.71,28.3545546,13.54819461,,,
6/26/2021,1004.699,2.33,294.62,28.3571123,13.54821101,,,
6/27/2021,1031.8232,1.82,295.64,29.25158689,13.54612541,,,
6/28/2021,1005.8978,2.16,298.82,28.47354654,13.54819799,,,
6/29/2021,960.8254,2.47,296.09,27.1953506,13.53921292,,,
6/30/2021,959.9668,4.66,291.7,26.2224371,13.52765945,,,
7/1/2021,1025.1438,5.52,289.95,27.51719092,13.53840138,,,
7/2/2021,1030.706,3.99,292.68,28.3065167,13.54234581,,,
7/3/2021,1023.3852,2.71,293.07,28.65596407,13.54818472,,,
7/4/2021,983.726,1.48,295.26,28.19596512,13.54818257,,,
7/5/2021,932.7148,2.59,293.61,26.39487427,13.5333744,,,
7/6/2021,984.7518,4.01,296.59,27.15426609,13.53766989,,,
7/7/2021,980.7682,1.02,293.25,28.31645465,13.54810433,,,
7/8/2021,960.7579,2.46,292.61,27.18536319,13.53913811,,,
7/9/2021,955.9541,3,292.93,26.82483058,13.53638097,,,
7/10/2021,974.7352,4.34,293.24,26.74362809,13.53386582,,,
7/11/2021,938.8254,3.85,295.76,26.02702496,13.52717278,,,
7/12/2021,927.6351,3.1,294.98,26.0454712,13.52893147,,,
7/13/2021,915.9088,3.58,297.4,25.54177331,13.52144158,,,
7/14/2021,908.0333,3.05,295.58,25.54721835,13.52280759,,,
7/15/2021,947.7124,1.2,296.44,27.39606473,13.54667982,,,
7/16/2021,901.3007,2.5,297.56,25.6099474,13.52499656,,,
7/17/2021,932.6852,4.69,296.86,25.52542937,13.51815374,,,
7/18/2021,938.9835,4.82,295.41,25.63013545,13.51932945,,,
7/19/2021,983.8814,4.1,291.33,27.0698072,13.53687965,,,
7/20/2021,954.9325,3.28,291.16,26.67004098,13.53475612,,,
7/21/2021,950.5061,3.08,292.56,26.64635094,13.53485693,,,
7/22/2021,884.1108,2.1,293.23,25.3022935,13.52172275,,,
7/23/2021,869.7575,1.32,294.24,25.25779554,13.52303896,,,
7/24/2021,853.948,4.08,296.95,23.64598008,13.48168443,,,
7/25/2021,841.2148,3.64,296.86,23.47280982,13.47939278,,,
7/26/2021,853.7673,2.27,296.46,24.40653824,13.50664789,,,
7/27/2021,890.1918,3.63,296.18,24.82614472,13.50969797,,,
7/28/2021,907.2336,4.18,294.57,25.0484454,13.51176201,,,
7/29/2021,916.5222,5.64,293,24.69206317,13.49907869,,,
7/30/2021,898.9349,4.26,293.68,24.7880057,13.50660888,,,
7/31/2021,930.1575,6.49,293.69,24.7197904,13.49605885,,,
8/1/2021,881.1481,3.3,291.2,24.69710215,13.50826973,,,
8/2/2021,918.1885,4.89,290.73,25.0286199,13.50875007,,,
8/3/2021,899.1395,1.57,291.19,25.93934797,13.53056289,,,
8/4/2021,852.1736,2.84,291.12,24.09443848,13.49782785,,,
8/5/2021,822.2516,3.11,291.83,23.13730968,13.47283322,,,
8/6/2021,854.8225,2.31,293.47,24.40728424,13.50641943,,,
8/7/2021,820.296,3.94,293.29,22.73992445,13.45669243,,,
8/8/2021,857.7189,5.51,292.59,23.1444447,13.45961851,,,
8/9/2021,830.3798,3.74,291.53,23.09966871,13.46830537,,,
8/10/2021,807.723,3.15,292.12,22.70664678,13.46024515,,,
8/11/2021,854.4772,3.33,291.72,23.95084309,13.4924595,,,
8/12/2021,808.139,1.59,294.84,23.40647811,13.48767116,,,
8/13/2021,786.4496,2.13,297.37,22.54985888,13.46176592,,,
8/14/2021,812.4246,3.45,294.79,22.72722904,13.45928889,,,
8/15/2021,820.3259,2.69,294.4,23.27373553,13.47887429,,,
8/16/2021,795.18,6.11,292.1,21.16677107,13.38594291,,,
8/17/2021,811.0137,9.23,288.99,20.4806316,13.33141391,,,
8/18/2021,810.7454,7.17,290.78,21.19952896,13.37899443,,,
8/19/2021,758.3752,5.99,291.71,20.17765404,13.34529866,,,
8/20/2021,760.3622,3.67,291.13,21.11744023,13.4022325,,,
8/21/2021,767.5414,0.64,292.04,22.63657807,13.47233555,,,
8/22/2021,638.8841,3.22,291.54,17.71137941,13.2474,,,
8/23/2021,733.097,6.5,289.11,19.26986145,13.2979435,,,
8/24/2021,761.0664,4.8,289.6,20.6832751,13.3760684,,,
8/25/2021,721.6599,4.3,289.67,19.74158289,13.33957663,,,
8/26/2021,729.1999,4.71,287.81,19.79508992,13.33831571,,,
8/27/2021,750.3232,2.27,287.18,21.38842001,13.4221558,,,
8/28/2021,728.8763,2.11,288.25,20.82223476,13.4021659,,,
8/29/2021,708.3204,1.8,288.68,20.33690767,13.38515111,,,
8/30/2021,685.8886,4.92,288.55,18.47199573,13.27171595,,,
8/31/2021,705.6857,5.61,288.96,18.80142799,13.28244016,,,
9/1/2021,704.6509,3.92,289.66,19.39063627,13.32672531,,,
9/2/2021,689.1765,3.08,290.15,19.25784637,13.32781838,,,
9/3/2021,705.4899,3.38,289.92,19.62201661,13.34191611,,,
9/4/2021,666.6848,1.2,288.95,19.32475376,13.34668682,,,
9/5/2021,635.3118,3.55,289.45,17.47409933,13.23018744,,,
9/6/2021,660.6777,0.68,289.81,19.35899218,13.35258407,,,
9/7/2021,651.8578,1.56,291.47,18.7359248,13.3164503,,,
9/8/2021,637.4127,2.42,292.17,17.9667174,13.26940465,,,
9/9/2021,658.8784,3.04,292.76,18.38367548,13.28555097,,,
9/10/2021,598.849,2.89,294.32,16.62765549,13.18673391,,,
9/11/2021,606.544,2.96,292.53,16.82981175,13.19832252,,,
9/12/2021,592.7503,3.46,291.4,16.22814975,13.15402021,,,
9/13/2021,594.608,2.26,289.85,16.70502312,13.19789008,,,
9/14/2021,592.212,2.26,290.11,16.63199381,13.19338148,,,
9/15/2021,545.347,3.61,291.72,14.73130158,13.04498989,,,
9/16/2021,596.6387,5.08,290.46,15.79998483,13.10522604,,,
9/17/2021,594.2168,4.88,287.64,15.77578442,13.10531648,,,
9/18/2021,575.8713,4.07,287.44,15.48832725,13.09465773,,,
9/19/2021,589.8326,3.38,286.07,16.14092185,13.14825562,,,
9/20/2021,570.7686,2.1,285.08,16.00395184,13.15401481,,,
9/21/2021,556.8935,3.41,285.25,15.11736937,13.07532275,,,
9/22/2021,533.5281,3.65,286.66,14.33449638,13.01269144,,,
9/23/2021,522.0806,7.26,287.3,12.97670364,12.84493599,,,
9/24/2021,519.2167,6.69,288.27,13.04877152,12.86061367,,,
9/25/2021,503.5535,3.87,290.7,13.37943831,12.93180315,,,
9/26/2021,476.0271,3.67,291.74,12.59798164,12.8637348,,,
9/27/2021,426.0178,2.98,290.31,11.22429486,12.7341955,,,
9/28/2021,491.7922,2.08,289.09,13.55191975,12.97071344,,,
9/29/2021,452.1943,2.89,286.44,12.05291862,12.82091742,,,
9/30/2021,496.5097,5.53,284.48,12.66236375,12.83973907,,,
10/1/2021,478.2374,4.94,285.11,12.2762223,12.81099873,,,
10/2/2021,457.6551,4.29,287.41,11.83762313,12.77725779,,,
10/3/2021,449.8157,6.19,290.49,11.15290487,12.67569257,,,
10/4/2021,441.1087,1.87,287.1,12.0031449,12.83195713,,,
10/5/2021,385.9885,1.57,285.83,10.3223461,12.65623469,,,
10/6/2021,436.6848,3.34,284.83,11.43416835,12.74931325,,,
10/7/2021,423.5703,1.13,285.38,11.65277432,12.80780207,,,
10/8/2021,415.6272,3.57,283.74,10.72327283,12.66793705,,,
10/9/2021,443.8314,4.36,280.99,11.36445882,12.72423829,,,
10/10/2021,434.0468,3.02,280.08,11.41805473,12.75151004,,,
10/11/2021,395.5657,4.14,281.4,9.968231427,12.56947303,,,
10/12/2021,409.3704,4.79,281.36,10.23116064,12.58987076,,,
10/13/2021,405.4487,4.24,280.72,10.23842551,12.59988267,,,
10/14/2021,375.9772,4.92,283.15,9.223855449,12.46239131,,,
10/15/2021,359.4477,5.95,283.15,8.52802932,12.34477638,,,
10/16/2021,376.1377,3.61,281.3,9.502454131,12.52089615,,,
10/17/2021,339.6685,3.85,281.22,8.337799515,12.35503668,,,
10/18/2021,350.2589,3.3,283.01,8.793423607,12.43386241,,,
10/19/2021,330.0147,5.04,284.67,7.8502189,12.26287339,,,
10/20/2021,303.857,7.77,287.49,6.714288961,12.02664114,,,
10/21/2021,336.3632,10.03,285.06,7.272796062,12.07701918,,,
10/22/2021,330.1548,9.5,280.25,7.14442646,12.06065797,,,
10/23/2021,332.2676,5.57,279.64,7.795664021,12.24143916,,,
10/24/2021,325.1721,3.52,279.69,7.963959409,12.30628986,,,
10/25/2021,321.8892,3.91,278.83,7.788046149,12.27187148,,,
10/26/2021,290.2122,4.48,282.03,6.772898116,12.09655779,,,
10/27/2021,271.4459,5.47,283.82,6.10550745,11.95813406,,,
10/28/2021,285.9452,3.86,282.85,6.751116239,12.10556022,,,
10/29/2021,292.4723,4.01,280.58,6.90786513,12.12822184,,,
10/30/2021,274.1648,4.34,281.46,6.329218381,12.02038338,,,
10/31/2021,269.6399,4.88,284.46,6.137527009,11.97630084,,,
11/1/2021,255.9918,3.66,281.93,5.907190403,11.95589311,,,
11/2/2021,255.5984,2.31,280.11,6.091032574,12.01734782,,,
11/3/2021,258.7133,1.72,278.9,6.277658307,12.06336871,,,
11/4/2021,238.4892,3.47,279.39,5.418080545,11.86086612,,,
11/5/2021,250.3635,6.48,280.79,5.38557429,11.79207222,,,
11/6/2021,237.835,6.52,280.48,5.04530547,11.71878389,,,
11/7/2021,233.3466,7.83,280.37,4.799848992,11.63726418,,,
11/8/2021,229.2282,5.29,280.85,4.946489413,11.72316358,,,
11/9/2021,222.6325,2.71,279.87,5.062908692,11.8025717,,,
11/10/2021,223.8956,2.55,277.32,5.111939463,11.81517381,,,
11/11/2021,214.2929,2.6,277.48,4.8292211,11.75246548,,,
11/12/2021,200.9374,2.88,278.16,4.42069606,11.65314835,,,
11/13/2021,194.569,2.75,278.11,4.256146824,11.61633221,,,
11/14/2021,177.7693,2.36,279.5,3.833433382,11.51945665,,,
11/15/2021,184.4041,3.59,277.21,3.890772373,11.50530887,,,
11/16/2021,177.5288,2.09,278.18,3.849563204,11.52884089,,,
11/17/2021,180.7721,4.65,277.97,3.706688214,11.43479686,,,
11/18/2021,176.991,7.22,280.17,3.440469641,11.31208947,,,
11/19/2021,164.1298,8.35,283.63,3.091903508,11.1982541,,,
11/20/2021,174.4055,6.45,282.76,3.43661605,11.33012031,,,
11/21/2021,165.257,3.63,279.67,3.391044657,11.37311029,,,
11/22/2021,182.1066,3.07,275.88,3.873130172,11.51133731,,,
11/23/2021,166.4777,4.93,277.28,3.320373345,11.32309522,,,
11/24/2021,167.8809,2.87,278.09,3.515844523,11.42272737,,,
11/25/2021,159.7285,4.03,275.85,3.208727004,11.30957393,,,
11/26/2021,154.3122,3.81,275.73,3.08728254,11.27927069,,,
11/27/2021,156.7638,3.19,273.1,3.185846961,11.31919857,,,
11/28/2021,151.3852,2.14,272.98,3.126337563,11.32585582,,,
11/29/2021,151.6311,3.43,273.27,3.038692,11.2711528,,,
11/30/2021,149.5266,6.97,275.41,2.79202836,11.12440281,,,
12/1/2021,147.2949,8.14,277.31,2.696854766,11.07535625,,,
12/2/2021,153.8113,8.01,273.69,2.83408165,11.11312393,,,
12/3/2021,147.1942,6.54,272.57,2.749448434,11.11607293,,,
12/4/2021,141.3377,3.16,273.71,2.80042454,11.20604783,,,
12/5/2021,136.1878,1.9,272.35,2.750015189,11.2178623,,,
12/6/2021,142.7794,2.18,270.75,2.895278625,11.25477826,,,
12/7/2021,138.7796,5.03,270.89,2.624971288,11.10739702,,,
12/8/2021,135.144,6.14,271.39,2.490693431,11.04176401,,,
12/9/2021,120.7945,2.3,271.37,2.342531758,11.07662952,,,
12/10/2021,128.994,1.95,271.76,2.564419361,11.15766511,,,
12/11/2021,130.321,2.28,271.4,2.576426674,11.15370562,,,
12/12/2021,125.519,3.75,273.26,2.385243003,11.0607172,,,
12/13/2021,125.1308,2.82,275.51,2.428265839,11.09723649,,,
12/14/2021,116.5089,3.61,275.78,2.188500393,11.00040922,,,
12/15/2021,119.3134,4.33,278.71,2.229724544,11.00317342,,,
12/16/2021,125.9409,4.69,278.66,2.366042699,11.04121438,,,
12/17/2021,121.838,4.12,277.06,2.292233181,11.02640741,,,
12/18/2021,124.0073,4.68,278.58,2.321965453,11.02679432,,,
12/19/2021,122.6557,6.9,277.87,2.206317944,10.94394247,,,
12/20/2021,129.7917,3.84,272.95,2.480483611,11.08955349,,,
12/21/2021,124.925,1.53,272.69,2.490400352,11.1439636,,,
12/22/2021,129.0458,2.87,270.86,2.509518017,11.11831945,,,
12/23/2021,121.4326,4.27,272,2.263667675,11.00757157,,,
12/24/2021,125.6781,3.43,272.8,2.403673478,11.07323676,,,
12/25/2021,140.5645,0.59,266.83,2.953195627,11.30786947,,,
12/26/2021,148.2097,3.39,263.7,2.92965469,11.23084303,,,
12/27/2021,124.938,5.84,267.1,2.263528231,10.9672162,,,
12/28/2021,121.1959,5.3,272.06,2.215814531,10.96980353,,,
12/29/2021,121.0174,2.62,274.22,2.33707312,11.07020894,,,
12/30/2021,120.4633,5.16,278.87,2.223336731,10.98477238,,,
12/31/2021,118.7808,7.96,283.76,2.109406132,10.90307462,,,
